Word,DPoS_VanH,Lemma_spacy,PoS_tag_spacy,Lemma,PoS_tag,idx
grain,noun,grain,NOUN,grain,NOUN,42142
grained,verb,grain,VERB,grain,VERB,42143
grainer,noun,grainer,NOUN,grainer,NOUN,42144
grainery,,grainery,NOUN,grainery,NOUN,42145
graininess,noun,graininess,NOUN,graininess,NOUN,42146
graining,noun,grain,VERB,grain,VERB,42147
grains,noun,grain,NOUN,grain,NOUN,42148
grainy,adjective,grainy,NOUN,grainy,NOUN,42149
grallatorial,,grallatorial,NOUN,grallatorial,NOUN,42150
gram,noun,gram,VERB,gram,VERB,42151
gramercy,name,gramercy,NOUN,gramercy,NOUN,42152
gramicidin,,gramicidin,ADP,gramicidin,ADP,42153
grammalogue,,grammalogue,NOUN,grammalogue,NOUN,42154
grammar,noun,grammar,NOUN,grammar,NOUN,42155
grammarian,noun,grammarian,PROPN,grammarian,PROPN,42156
grammarians,,grammarian,NOUN,grammarian,NOUN,42157
grammarless,,grammarless,NOUN,grammarless,NOUN,42158
grammars,noun,grammar,VERB,grammar,VERB,42159
grammatic,,grammatic,ADJ,grammatic,ADJ,42160
grammatical,adjective,grammatical,ADJ,grammatical,ADJ,42161
grammatically,adverb,grammatically,ADV,grammatically,ADV,42162
grammaticalness,,grammaticalness,NOUN,grammaticalness,NOUN,42163
grammaticism,,grammaticism,NOUN,grammaticism,NOUN,42164
grammes,noun,gramme,VERB,gramme,VERB,42165
GRAMMOPHON,,GRAMMOPHON,NOUN,GRAMMOPHON,NOUN,42166
grammy,name,grammy,PROPN,grammy,PROPN,42167
gramophone,noun,gramophone,NOUN,gramophone,NOUN,42168
gramophones,noun,gramophone,NOUN,gramophone,NOUN,42169
gramophonic,,gramophonic,NOUN,gramophonic,NOUN,42170
grampus,name,grampus,VERB,grampus,VERB,42171
grampuses,,grampus,NOUN,grampus,NOUN,42172
grams,noun,gram,NOUN,gram,NOUN,42173
gran,noun,gran,PROPN,gran,PROPN,42174
GRAN'DAD,,gran'dad,NOUN,GRAN'DAD,NOUN,42175
granadilla,,granadilla,VERB,granadilla,VERB,42176
granaries,noun,granary,NOUN,granary,NOUN,42177
granary,noun,granary,NOUN,granary,NOUN,42178
grand,adjective,grand,ADJ,grand,ADJ,42179
grandad,name,grandad,NOUN,grandad,NOUN,42180
grandads,noun,grandad,NOUN,grandad,NOUN,42181
grandaunt,,grandaunt,VERB,grandaunt,VERB,42182
grandaunts,,grandaunt,NOUN,grandaunt,NOUN,42183
grandbaby,noun,grandbaby,PROPN,grandbaby,PROPN,42184
grandchild,noun,grandchild,ADJ,grandchild,ADJ,42185
grandchildren,noun,grandchild,NOUN,grandchild,NOUN,42186
granddad,noun,granddad,PROPN,granddad,PROPN,42187
granddaddy,noun,granddaddy,VERB,granddaddy,VERB,42188
granddaughter,noun,granddaughter,NOUN,granddaughter,NOUN,42189
granddaughters,noun,granddaughter,NOUN,granddaughter,NOUN,42190
GRANDE,,GRANDE,PROPN,GRANDE,PROPN,42191
grandee,noun,grandee,VERB,grandee,VERB,42192
grandees,noun,grandee,NOUN,grandee,NOUN,42193
grander,noun,grander,NOUN,grander,NOUN,42194
grandest,adjective,grand,ADJ,grand,ADJ,42195
grandeur,noun,grandeur,PROPN,grandeur,PROPN,42196
grandfather,noun,grandfather,NOUN,grandfather,NOUN,42197
grandfatherly,,grandfatherly,ADV,grandfatherly,ADV,42198
grandfathers,noun,grandfather,NOUN,grandfather,NOUN,42199
grandiloquence,,grandiloquence,NOUN,grandiloquence,NOUN,42200
grandiloquent,adjective,grandiloquent,NOUN,grandiloquent,NOUN,42201
grandiloquently,adverb,grandiloquently,ADV,grandiloquently,ADV,42202
grandiose,adjective,grandiose,PROPN,grandiose,PROPN,42203
grandiosely,,grandiosely,ADV,grandiosely,ADV,42204
grandiosity,noun,grandiosity,NOUN,grandiosity,NOUN,42205
grandkid,noun,grandkid,PROPN,grandkid,PROPN,42206
grandkids,noun,grandkid,VERB,grandkid,VERB,42207
grandly,adverb,grandly,ADV,grandly,ADV,42208
grandma,name,grandma,NOUN,grandma,NOUN,42209
grandma's,,grandma's,PUNCT,grandma's,PUNCT,42210
grandmamma,name,grandmamma,PROPN,grandmamma,PROPN,42211
grandmas,noun,grandma,NOUN,grandma,NOUN,42212
grandmaster,name,grandmaster,NOUN,grandmaster,NOUN,42213
grandmother,noun,grandmother,NOUN,grandmother,NOUN,42214
grandmother's,,grandmother's,PUNCT,grandmother's,PUNCT,42215
grandmotherly,adjective,grandmotherly,ADV,grandmotherly,ADV,42216
grandmothers,noun,grandmother,NOUN,grandmother,NOUN,42217
grandnephew,noun,grandnephew,VERB,grandnephew,VERB,42218
grandnephews,,grandnephew,NOUN,grandnephew,NOUN,42219
grandness,noun,grandness,NOUN,grandness,NOUN,42220
grandniece,,grandniece,NOUN,grandniece,NOUN,42221
grandnieces,,grandniece,NOUN,grandniece,NOUN,42222
grandpa,name,grandpa,NOUN,grandpa,NOUN,42223
grandpapa,noun,grandpapa,PROPN,grandpapa,PROPN,42224
grandparent,noun,grandparent,NOUN,grandparent,NOUN,42225
grandparental,,grandparental,PROPN,grandparental,PROPN,42226
grandparents,noun,grandparent,NOUN,grandparent,NOUN,42227
grandpas,noun,grandpas,NOUN,grandpas,NOUN,42228
grands,name,grand,NOUN,grand,NOUN,42229
grandsire,noun,grandsire,NOUN,grandsire,NOUN,42230
grandson,noun,grandson,PROPN,grandson,PROPN,42231
grandsons,noun,grandson,NOUN,grandson,NOUN,42232
grandstand,noun,grandstand,NOUN,grandstand,NOUN,42233
grandstander,,grandstander,NOUN,grandstander,NOUN,42234
grandstanding,noun,grandstand,VERB,grandstand,VERB,42235
grandstands,noun,grandstand,NOUN,grandstand,NOUN,42236
granduncle,noun,granduncle,NOUN,granduncle,NOUN,42237
granduncles,,granduncle,NOUN,granduncle,NOUN,42238
grange,name,grange,NOUN,grange,NOUN,42239
granger,name,granger,NOUN,granger,NOUN,42240
grangerize,,grangerize,VERB,grangerize,VERB,42241
granges,noun,grange,NOUN,grange,NOUN,42242
granite,noun,granite,NOUN,granite,NOUN,42243
granite's,,granite's,ADV,granite's,ADV,42244
graniteware,,graniteware,VERB,graniteware,VERB,42245
granitic,adjective,granitic,ADJ,granitic,ADJ,42246
granitite,,granitite,NOUN,granitite,NOUN,42247
grannie,name,grannie,PROPN,grannie,PROPN,42248
grannies,noun,grannie,NOUN,grannie,NOUN,42249
granny,name,granny,NOUN,granny,NOUN,42250
granny's,,granny's,VERB,granny's,VERB,42251
granola,noun,granola,PROPN,granola,PROPN,42252
granolithic,,granolithic,NOUN,granolithic,NOUN,42253
grans,noun,gran,NOUN,gran,NOUN,42254
grant,name,grant,NOUN,grant,NOUN,42255
Grant's,,grant's,X,Grant's,X,42256
grantable,,grantable,PROPN,grantable,PROPN,42257
granted,verb,grant,VERB,grant,VERB,42258
grantee,,grantee,NOUN,grantee,NOUN,42259
granter,noun,granter,NOUN,granter,NOUN,42260
GRANTHER,,GRANTHER,VERB,GRANTHER,VERB,42261
granting,verb,grant,VERB,grant,VERB,42262
grantor,,grantor,NOUN,grantor,NOUN,42263
grants,noun,grant,NOUN,grant,NOUN,42264
granular,adjective,granular,ADJ,granular,ADJ,42265
granularity,noun,granularity,NOUN,granularity,NOUN,42266
granularly,,granularly,ADV,granularly,ADV,42267
granulate,,granulate,VERB,granulate,VERB,42268
granulated,adjective,granulate,VERB,granulate,VERB,42269
granulates,,granulate,NOUN,granulate,NOUN,42270
granulating,,granulate,VERB,granulate,VERB,42271
granulation,noun,granulation,PROPN,granulation,PROPN,42272
granulator,,granulator,NOUN,granulator,NOUN,42273
granule,noun,granule,PROPN,granule,PROPN,42274
granules,noun,granule,NOUN,granule,NOUN,42275
granulite,,granulite,NOUN,granulite,NOUN,42276
granulocyte,,granulocyte,NOUN,granulocyte,NOUN,42277
GRANULOCYTIC,,GRANULOCYTIC,PROPN,GRANULOCYTIC,PROPN,42278
granuloma,noun,granuloma,PROPN,granuloma,PROPN,42279
granulose,,granulose,VERB,granulose,VERB,42280
GRANVILLE,,GRANVILLE,NOUN,GRANVILLE,NOUN,42281
grape,noun,grape,NOUN,grape,NOUN,42282
grapefruit,noun,grapefruit,NOUN,grapefruit,NOUN,42283
grapefruits,noun,grapefruit,VERB,grapefruit,VERB,42284
grapelike,,grapelike,PROPN,grapelike,PROPN,42285
grapery,,grapery,ADJ,grapery,ADJ,42286
grapes,noun,grape,NOUN,grape,NOUN,42287
grapeshot,noun,grapeshot,PROPN,grapeshot,PROPN,42288
grapevine,noun,grapevine,NOUN,grapevine,NOUN,42289
grapevines,noun,grapevine,NOUN,grapevine,NOUN,42290
grapey,adjective,grapey,NOUN,grapey,NOUN,42291
graph,noun,graph,NOUN,graph,NOUN,42292
graphed,verb,graph,VERB,graph,VERB,42293
grapheme,,grapheme,NOUN,grapheme,NOUN,42294
graphemic,,graphemic,NOUN,graphemic,NOUN,42295
graphic,adjective,graphic,NOUN,graphic,NOUN,42296
graphical,adjective,graphical,ADJ,graphical,ADJ,42297
graphically,adverb,graphically,ADV,graphically,ADV,42298
graphicness,,graphicness,ADV,graphicness,ADV,42299
graphics,noun,graphic,NOUN,graphic,NOUN,42300
graphing,adjective,graph,VERB,graph,VERB,42301
graphite,noun,graphite,NOUN,graphite,NOUN,42302
graphitic,,graphitic,NOUN,graphitic,NOUN,42303
graphitization,,graphitization,NOUN,graphitization,NOUN,42304
graphitize,,graphitize,VERB,graphitize,VERB,42305
graphologist,noun,graphologist,NOUN,graphologist,NOUN,42306
graphologists,noun,graphologist,NOUN,graphologist,NOUN,42307
graphology,noun,graphology,NOUN,graphology,NOUN,42308
graphospasm,,graphospasm,PROPN,graphospasm,PROPN,42309
graphotype,,graphotype,NOUN,graphotype,NOUN,42310
graphs,noun,graph,NOUN,graph,NOUN,42311
grapnel,,grapnel,NOUN,grapnel,NOUN,42312
grapnels,,grapnel,NOUN,grapnel,NOUN,42313
grappa,noun,grappa,PROPN,grappa,PROPN,42314
GRAPPELLY,,GRAPPELLY,NOUN,GRAPPELLY,NOUN,42315
GRAPPELY,,GRAPPELY,PROPN,GRAPPELY,PROPN,42316
grapple,verb,grapple,PROPN,grapple,PROPN,42317
grappled,verb,grapple,VERB,grapple,VERB,42318
grappler,noun,grappler,NOUN,grappler,NOUN,42319
grapples,verb,grapple,NOUN,grapple,NOUN,42320
grappling,verb,grapple,VERB,grapple,VERB,42321
graptolite,,graptolite,NOUN,graptolite,NOUN,42322
graptolitic,,graptolitic,NOUN,graptolitic,NOUN,42323
grapy,,grapy,ADJ,grapy,ADJ,42324
GRAS,,GRAS,PROPN,GRAS,PROPN,42325
grasp,noun,grasp,VERB,grasp,VERB,42326
graspable,adjective,graspable,ADJ,graspable,ADJ,42327
grasped,verb,grasp,VERB,grasp,VERB,42328
grasper,noun,grasper,VERB,grasper,VERB,42329
grasping,verb,grasp,VERB,grasp,VERB,42330
graspingly,,graspingly,ADV,graspingly,ADV,42331
graspingness,,graspingness,NOUN,graspingness,NOUN,42332
grasps,verb,grasp,VERB,grasp,VERB,42333
grass,noun,grass,NOUN,grass,NOUN,42334
grassed,verb,grassed,ADJ,grassed,ADJ,42335
grasser,,grasser,NOUN,grasser,NOUN,42336
GRASSERS,,grasser,NOUN,grasser,NOUN,42337
grasses,noun,grass,VERB,grass,VERB,42338
grassfire,,grassfire,NOUN,grassfire,NOUN,42339
grasshopper,noun,grasshopper,VERB,grasshopper,VERB,42340
grasshoppers,noun,grasshopper,NOUN,grasshopper,NOUN,42341
grassier,adjective,grassier,PROPN,grassier,PROPN,42342
grassiest,adjective,grassy,ADJ,grassy,ADJ,42343
grassiness,noun,grassiness,NOUN,grassiness,NOUN,42344
grassing,verb,grass,VERB,grass,VERB,42345
grassland,noun,grassland,VERB,grassland,VERB,42346
grasslands,noun,grassland,NOUN,grassland,NOUN,42347
grassless,,grassless,NOUN,grassless,NOUN,42348
grassplot,,grassplot,NOUN,grassplot,NOUN,42349
grassroots,noun,grassroot,NOUN,grassroot,NOUN,42350
grassy,adjective,grassy,NOUN,grassy,NOUN,42351
GRATA,,GRATA,PROPN,GRATA,PROPN,42352
grate,verb,grate,NOUN,grate,NOUN,42353
grated,verb,grated,ADJ,grated,ADJ,42354
grateful,adjective,grateful,ADJ,grateful,ADJ,42355
gratefully,adverb,gratefully,ADV,gratefully,ADV,42356
gratefulness,,gratefulness,NOUN,gratefulness,NOUN,42357
grater,noun,grater,NOUN,grater,NOUN,42358
graters,noun,grater,NOUN,grater,NOUN,42359
grates,verb,grate,VERB,grate,VERB,42360
gratia,name,gratia,PROPN,gratia,PROPN,42361
gratification,noun,gratification,NOUN,gratification,NOUN,42362
gratifications,noun,gratification,NOUN,gratification,NOUN,42363
gratified,verb,gratify,VERB,gratify,VERB,42364
gratifier,,gratifier,NOUN,gratifier,NOUN,42365
gratifies,,gratifie,NOUN,gratifie,NOUN,42366
gratify,verb,gratify,VERB,gratify,VERB,42367
gratifying,verb,gratify,VERB,gratify,VERB,42368
gratifyingly,adverb,gratifyingly,ADV,gratifyingly,ADV,42369
gratin,noun,gratin,NOUN,gratin,NOUN,42370
grating,verb,grate,VERB,grate,VERB,42371
gratingly,adverb,gratingly,ADV,gratingly,ADV,42372
gratings,noun,grating,NOUN,grating,NOUN,42373
gratis,noun,gratis,NOUN,gratis,NOUN,42374
gratitude,noun,gratitude,VERB,gratitude,VERB,42375
GRATT,,GRATT,PROPN,GRATT,PROPN,42376
GRATTAN,,GRATTAN,NOUN,GRATTAN,NOUN,42377
gratuities,noun,gratuity,NOUN,gratuity,NOUN,42378
gratuitous,adjective,gratuitous,ADJ,gratuitous,ADJ,42379
gratuitously,adverb,gratuitously,ADV,gratuitously,ADV,42380
gratuitousness,,gratuitousness,NOUN,gratuitousness,NOUN,42381
gratuity,noun,gratuity,NOUN,gratuity,NOUN,42382
gratulatory,,gratulatory,NOUN,gratulatory,NOUN,42383
graunch,verb,graunch,NOUN,graunch,NOUN,42384
GRAUNT,,GRAUNT,NOUN,GRAUNT,NOUN,42385
gravamen,,gravaman,NOUN,gravaman,NOUN,42386
grave,noun,grave,NOUN,grave,NOUN,42387
graved,,grave,VERB,grave,VERB,42388
gravedigger,noun,gravedigger,PROPN,gravedigger,PROPN,42389
gravel,noun,gravel,NOUN,gravel,NOUN,42390
graveling,,gravel,VERB,gravel,VERB,42391
gravelled,verb,gravel,VERB,gravel,VERB,42392
gravelling,noun,gravel,VERB,gravel,VERB,42393
gravelly,adverb,gravelly,ADV,gravelly,ADV,42394
gravels,noun,gravel,NOUN,gravel,NOUN,42395
gravely,adverb,gravely,ADV,gravely,ADV,42396
graven,noun,graven,ADJ,graven,ADJ,42397
graveness,,graveness,NOUN,graveness,NOUN,42398
graver,noun,graver,NOUN,graver,NOUN,42399
graves,noun,grave,NOUN,grave,NOUN,42400
GRAVESEND,,GRAVESEND,PROPN,GRAVESEND,PROPN,42401
graveside,noun,graveside,ADJ,graveside,ADJ,42402
