Word,DPoS_VanH,Lemma_spacy,PoS_tag_spacy,Lemma,PoS_tag,idx
disburser,,disburser,NOUN,disburser,NOUN,27533
disburses,,disburse,VERB,disburse,VERB,27534
disbursing,verb,disburse,VERB,disburse,VERB,27535
disc,noun,disc,NOUN,disc,NOUN,27536
discalced,,discalce,VERB,discalce,VERB,27537
discard,verb,discard,NOUN,discard,NOUN,27538
discarded,verb,discard,VERB,discard,VERB,27539
discarder,,discarder,NOUN,discarder,NOUN,27540
discarding,verb,discard,VERB,discard,VERB,27541
discards,noun,discard,NOUN,discard,NOUN,27542
discarnate,,discarnate,VERB,discarnate,VERB,27543
discern,verb,discern,NOUN,discern,NOUN,27544
discernable,adjective,discernable,ADJ,discernable,ADJ,27545
discerned,verb,discern,VERB,discern,VERB,27546
discerner,,discerner,NOUN,discerner,NOUN,27547
discernible,adjective,discernible,ADJ,discernible,ADJ,27548
discernibleness,,discernibleness,NOUN,discernibleness,NOUN,27549
discernibly,adverb,discernibly,ADV,discernibly,ADV,27550
discerning,adjective,discern,VERB,discern,VERB,27551
discerningly,,discerningly,ADV,discerningly,ADV,27552
discernment,noun,discernment,ADJ,discernment,ADJ,27553
discerns,,discern,NOUN,discern,NOUN,27554
discharge,verb,discharge,VERB,discharge,VERB,27555
dischargeable,,dischargeable,ADJ,dischargeable,ADJ,27556
discharged,verb,discharge,VERB,discharge,VERB,27557
discharger,,discharger,ADJ,discharger,ADJ,27558
discharges,noun,discharge,NOUN,discharge,NOUN,27559
discharging,verb,discharge,VERB,discharge,VERB,27560
disciple,noun,disciple,ADV,disciple,ADV,27561
disciples,noun,disciple,NOUN,disciple,NOUN,27562
discipleship,noun,discipleship,NOUN,discipleship,NOUN,27563
disciplinable,,disciplinable,ADJ,disciplinable,ADJ,27564
disciplinal,,disciplinal,ADJ,disciplinal,ADJ,27565
disciplinant,,disciplinant,NOUN,disciplinant,NOUN,27566
disciplinarian,noun,disciplinarian,PROPN,disciplinarian,PROPN,27567
disciplinarians,noun,disciplinarian,NOUN,disciplinarian,NOUN,27568
disciplinarily,,disciplinarily,ADV,disciplinarily,ADV,27569
disciplinary,adjective,disciplinary,ADJ,disciplinary,ADJ,27570
discipline,noun,discipline,NOUN,discipline,NOUN,27571
disciplined,verb,discipline,VERB,discipline,VERB,27572
discipliner,,discipliner,PROPN,discipliner,PROPN,27573
disciplines,noun,discipline,NOUN,discipline,NOUN,27574
disciplining,verb,discipline,VERB,discipline,VERB,27575
disclaim,,disclaim,VERB,disclaim,VERB,27576
disclaimed,,disclaim,VERB,disclaim,VERB,27577
disclaimer,noun,disclaimer,PROPN,disclaimer,PROPN,27578
disclaimers,noun,disclaimer,NOUN,disclaimer,NOUN,27579
disclaiming,verb,disclaim,VERB,disclaim,VERB,27580
disclaims,,disclaim,VERB,disclaim,VERB,27581
disclamation,,disclamation,NOUN,disclamation,NOUN,27582
disclose,verb,disclose,VERB,disclose,VERB,27583
disclosed,verb,disclose,VERB,disclose,VERB,27584
discloser,,discloser,PROPN,discloser,PROPN,27585
discloses,verb,disclose,VERB,disclose,VERB,27586
disclosing,verb,disclose,VERB,disclose,VERB,27587
disclosure,noun,disclosure,NOUN,disclosure,NOUN,27588
disclosures,noun,disclosure,NOUN,disclosure,NOUN,27589
disco,noun,disco,PROPN,disco,PROPN,27590
discography,noun,discography,NOUN,discography,NOUN,27591
discoid,adjective,discoid,NOUN,discoid,NOUN,27592
DISCOID,,discoid,NOUN,discoid,NOUN,27593
discolor,,discolor,PROPN,discolor,PROPN,27594
discoloration,noun,discoloration,NOUN,discoloration,NOUN,27595
discolorations,,discoloration,NOUN,discoloration,NOUN,27596
discolored,,discolor,VERB,discolor,VERB,27597
discolors,,discolor,NOUN,discolor,NOUN,27598
discolour,verb,discolour,NOUN,discolour,NOUN,27599
discolouration,noun,discolouration,NOUN,discolouration,NOUN,27600
discolourations,,discolouration,NOUN,discolouration,NOUN,27601
discoloured,verb,discolour,VERB,discolour,VERB,27602
discolouring,verb,discolour,VERB,discolour,VERB,27603
discolours,verb,discolour,VERB,discolour,VERB,27604
discombobulate,verb,discombobulate,VERB,discombobulate,VERB,27605
discomfit,,discomfit,VERB,discomfit,VERB,27606
discomfited,adjective,discomfit,VERB,discomfit,VERB,27607
discomfiting,verb,discomfit,VERB,discomfit,VERB,27608
discomfits,,discomfit,NOUN,discomfit,NOUN,27609
discomfiture,noun,discomfiture,VERB,discomfiture,VERB,27610
discomfort,noun,discomfort,NOUN,discomfort,NOUN,27611
discomforting,verb,discomforte,VERB,discomforte,VERB,27612
discomfortingly,,discomfortingly,ADV,discomfortingly,ADV,27613
discomforts,noun,discomfort,NOUN,discomfort,NOUN,27614
discommend,,discommend,VERB,discommend,VERB,27615
discommendable,,discommendable,ADJ,discommendable,ADJ,27616
discommendation,,discommendation,NOUN,discommendation,NOUN,27617
discommode,,discommode,NOUN,discommode,NOUN,27618
discommoded,,discommode,VERB,discommode,VERB,27619
discommodes,,discommode,NOUN,discommode,NOUN,27620
discommoding,,discommode,VERB,discommode,VERB,27621
discommodious,,discommodious,ADJ,discommodious,ADJ,27622
discommodity,,discommodity,NOUN,discommodity,NOUN,27623
discompose,verb,discompose,VERB,discompose,VERB,27624
discomposed,,discompose,VERB,discompose,VERB,27625
discomposedly,,discomposedly,ADV,discomposedly,ADV,27626
discomposes,,discompose,NOUN,discompose,NOUN,27627
discomposing,,discompose,VERB,discompose,VERB,27628
discomposure,,discomposure,NOUN,discomposure,NOUN,27629
disconcert,verb,disconcert,NOUN,disconcert,NOUN,27630
disconcerted,verb,disconcert,VERB,disconcert,VERB,27631
disconcertedly,,disconcertedly,ADV,disconcertedly,ADV,27632
disconcertedness,,disconcertedness,NOUN,disconcertedness,NOUN,27633
disconcerting,verb,disconcert,VERB,disconcert,VERB,27634
disconcertingly,adverb,disconcertingly,ADV,disconcertingly,ADV,27635
disconcertion,,disconcertion,NOUN,disconcertion,NOUN,27636
disconcertment,,disconcertment,ADJ,disconcertment,ADJ,27637
disconcerts,,disconcert,NOUN,disconcert,NOUN,27638
disconfirm,,disconfirm,VERB,disconfirm,VERB,27639
disconnect,verb,disconnect,VERB,disconnect,VERB,27640
disconnected,verb,disconnect,VERB,disconnect,VERB,27641
disconnectedly,,disconnectedly,ADV,disconnectedly,ADV,27642
disconnectedness,noun,disconnectedness,NOUN,disconnectedness,NOUN,27643
disconnecting,verb,disconnect,VERB,disconnect,VERB,27644
disconnection,noun,disconnection,NOUN,disconnection,NOUN,27645
disconnections,noun,disconnection,NOUN,disconnection,NOUN,27646
disconnects,verb,disconnect,NOUN,disconnect,NOUN,27647
disconsolate,noun,disconsolate,PROPN,disconsolate,PROPN,27648
disconsolately,,disconsolately,ADV,disconsolately,ADV,27649
disconsolateness,,disconsolateness,VERB,disconsolateness,VERB,27650
disconsolation,,disconsolation,NOUN,disconsolation,NOUN,27651
discontent,noun,discontent,NOUN,discontent,NOUN,27652
discontented,adjective,discontent,VERB,discontent,VERB,27653
discontentedly,,discontentedly,ADV,discontentedly,ADV,27654
discontentedness,,discontentedness,NOUN,discontentedness,NOUN,27655
discontenting,,discontenting,PROPN,discontenting,PROPN,27656
discontentment,noun,discontentment,VERB,discontentment,VERB,27657
discontentments,,discontentment,NOUN,discontentment,NOUN,27658
discontents,noun,discontent,NOUN,discontent,NOUN,27659
discontinuance,,discontinuance,NOUN,discontinuance,NOUN,27660
discontinuation,noun,discontinuation,NOUN,discontinuation,NOUN,27661
discontinue,verb,discontinue,VERB,discontinue,VERB,27662
discontinued,verb,discontinue,VERB,discontinue,VERB,27663
discontinuer,,discontinuer,PROPN,discontinuer,PROPN,27664
discontinues,,discontinue,NOUN,discontinue,NOUN,27665
discontinuing,,discontinue,VERB,discontinue,VERB,27666
discontinuities,noun,discontinuity,NOUN,discontinuity,NOUN,27667
discontinuity,noun,discontinuity,NOUN,discontinuity,NOUN,27668
discontinuous,,discontinuous,ADJ,discontinuous,ADJ,27669
discontinuously,,discontinuously,ADV,discontinuously,ADV,27670
discontinuousness,,discontinuousness,NOUN,discontinuousness,NOUN,27671
discophile,,discophile,NOUN,discophile,NOUN,27672
discord,noun,discord,PROPN,discord,PROPN,27673
discordance,,discordance,NOUN,discordance,NOUN,27674
discordant,adjective,discordant,NOUN,discordant,NOUN,27675
discordantly,,discordantly,ADV,discordantly,ADV,27676
discords,noun,discord,NOUN,discord,NOUN,27677
discorporate,,discorporate,VERB,discorporate,VERB,27678
discorporated,,discorporate,VERB,discorporate,VERB,27679
discos,noun,discos,PROPN,discos,PROPN,27680
discotheque,noun,discotheque,NOUN,discotheque,NOUN,27681
discotheques,noun,discotheque,NOUN,discotheque,NOUN,27682
discount,noun,discount,NOUN,discount,NOUN,27683
discountable,,discountable,ADJ,discountable,ADJ,27684
discounted,verb,discount,VERB,discount,VERB,27685
discountenance,,discountenance,NOUN,discountenance,NOUN,27686
discountenanced,,discountenance,VERB,discountenance,VERB,27687
discountenances,,discountenance,NOUN,discountenance,NOUN,27688
discountenancing,,discountenance,VERB,discountenance,VERB,27689
discounter,noun,discounter,NOUN,discounter,NOUN,27690
discounting,verb,discount,VERB,discount,VERB,27691
discounts,noun,discount,NOUN,discount,NOUN,27692
discourage,verb,discourage,VERB,discourage,VERB,27693
discouraged,verb,discourage,VERB,discourage,VERB,27694
discouragement,noun,discouragement,NOUN,discouragement,NOUN,27695
discouragements,,discouragement,NOUN,discouragement,NOUN,27696
discourager,,discourager,PROPN,discourager,PROPN,27697
discourages,verb,discourage,VERB,discourage,VERB,27698
discouraging,verb,discourage,VERB,discourage,VERB,27699
discouragingly,,discouragingly,ADV,discouragingly,ADV,27700
DISCOURS,,discours,NOUN,discours,NOUN,27701
discourse,noun,discourse,VERB,discourse,VERB,27702
discourser,,discourser,NOUN,discourser,NOUN,27703
discourses,noun,discourse,VERB,discourse,VERB,27704
discourteous,adjective,discourteous,ADJ,discourteous,ADJ,27705
discourteously,,discourteously,ADV,discourteously,ADV,27706
discourteousness,,discourteousness,ADJ,discourteousness,ADJ,27707
discourtesies,,discourtesy,NOUN,discourtesy,NOUN,27708
discourtesy,noun,discourtesy,PROPN,discourtesy,PROPN,27709
discover,verb,discover,VERB,discover,VERB,27710
discoverability,,discoverability,NOUN,discoverability,NOUN,27711
discoverable,,discoverable,ADJ,discoverable,ADJ,27712
discovered,verb,discover,VERB,discover,VERB,27713
discoverer,noun,discoverer,NOUN,discoverer,NOUN,27714
discoverers,noun,discoverer,NOUN,discoverer,NOUN,27715
discoveries,noun,discovery,NOUN,discovery,NOUN,27716
discovering,verb,discover,VERB,discover,VERB,27717
discovers,verb,discover,VERB,discover,VERB,27718
discovery,noun,discovery,NOUN,discovery,NOUN,27719
discredit,verb,discredit,NOUN,discredit,NOUN,27720
discreditable,adjective,discreditable,ADJ,discreditable,ADJ,27721
discreditably,,discreditably,ADV,discreditably,ADV,27722
discredited,verb,discredit,VERB,discredit,VERB,27723
discrediting,noun,discredit,VERB,discredit,VERB,27724
discredits,verb,discredit,NOUN,discredit,NOUN,27725
discreet,noun,discreet,VERB,discreet,VERB,27726
discreetly,adverb,discreetly,ADV,discreetly,ADV,27727
discreetness,,discreetness,NOUN,discreetness,NOUN,27728
discrepancies,noun,discrepancy,NOUN,discrepancy,NOUN,27729
discrepancy,noun,discrepancy,NOUN,discrepancy,NOUN,27730
discrepant,,discrepant,PROPN,discrepant,PROPN,27731
discrepantly,,discrepantly,ADV,discrepantly,ADV,27732
discrete,adjective,discrete,NOUN,discrete,NOUN,27733
discretely,adverb,discretely,ADV,discretely,ADV,27734
discreteness,,discreteness,VERB,discreteness,VERB,27735
discretion,noun,discretion,NOUN,discretion,NOUN,27736
discretional,,discretional,ADJ,discretional,ADJ,27737
discretionally,,discretionally,ADV,discretionally,ADV,27738
discretionarily,,discretionarily,ADV,discretionarily,ADV,27739
discretionary,adjective,discretionary,ADJ,discretionary,ADJ,27740
discriminant,noun,discriminant,NOUN,discriminant,NOUN,27741
discriminate,adjective,discriminate,VERB,discriminate,VERB,27742
discriminated,verb,discriminate,VERB,discriminate,VERB,27743
discriminately,,discriminately,ADV,discriminately,ADV,27744
discriminates,verb,discriminate,VERB,discriminate,VERB,27745
discriminating,verb,discriminate,VERB,discriminate,VERB,27746
discriminatingly,,discriminatingly,ADV,discriminatingly,ADV,27747
discrimination,noun,discrimination,NOUN,discrimination,NOUN,27748
discriminative,,discriminative,NOUN,discriminative,NOUN,27749
discriminatively,,discriminatively,ADV,discriminatively,ADV,27750
discriminator,noun,discriminator,NOUN,discriminator,NOUN,27751
discriminatory,adjective,discriminatory,ADJ,discriminatory,ADJ,27752
discs,noun,disc,NOUN,disc,NOUN,27753
discursion,,discursion,NOUN,discursion,NOUN,27754
discursive,adjective,discursive,ADJ,discursive,ADJ,27755
discursively,,discursively,ADV,discursively,ADV,27756
discursiveness,,discursiveness,NOUN,discursiveness,NOUN,27757
discus,noun,discus,NOUN,discus,NOUN,27758
discuses,verb,discuse,VERB,discuse,VERB,27759
discuss,verb,discuss,VERB,discuss,VERB,27760
discussable,adjective,discussable,VERB,discussable,VERB,27761
discussant,,discussant,ADJ,discussant,ADJ,27762
discussed,verb,discuss,VERB,discuss,VERB,27763
discusser,,discusser,PROPN,discusser,PROPN,27764
discusses,verb,discuss,VERB,discuss,VERB,27765
discussible,,discussible,ADJ,discussible,ADJ,27766
discussing,verb,discuss,VERB,discuss,VERB,27767
discussion,noun,discussion,NOUN,discussion,NOUN,27768
discussions,noun,discussion,NOUN,discussion,NOUN,27769
disdain,noun,disdain,NOUN,disdain,NOUN,27770
disdained,verb,disdain,VERB,disdain,VERB,27771
disdainer,,disdainer,NOUN,disdainer,NOUN,27772
disdainful,adjective,disdainful,ADJ,disdainful,ADJ,27773
disdainfully,adverb,disdainfully,ADV,disdainfully,ADV,27774
disdainfulness,,disdainfulness,NOUN,disdainfulness,NOUN,27775
disdaining,,disdain,VERB,disdain,VERB,27776
disdains,,disdain,VERB,disdain,VERB,27777
disease,noun,disease,NOUN,disease,NOUN,27778
diseased,adjective,disease,VERB,disease,VERB,27779
diseases,noun,disease,NOUN,disease,NOUN,27780
disembark,verb,disembark,NOUN,disembark,NOUN,27781
disembarkation,noun,disembarkation,NOUN,disembarkation,NOUN,27782
disembarked,verb,disembark,VERB,disembark,VERB,27783
disembarking,verb,disembark,VERB,disembark,VERB,27784
disembarks,noun,disembark,NOUN,disembark,NOUN,27785
disembarrass,,disembarrass,VERB,disembarrass,VERB,27786
disembarrassment,,disembarrassment,NOUN,disembarrassment,NOUN,27787
disembodied,adjective,disembody,VERB,disembody,VERB,27788
disembodies,,disembodie,NOUN,disembodie,NOUN,27789
disembodiment,,disembodiment,ADJ,disembodiment,ADJ,27790
disembody,,disembody,NOUN,disembody,NOUN,27791
disembodying,,disembody,VERB,disembody,VERB,27792
disembogue,,disembogue,NOUN,disembogue,NOUN,27793
disemboguement,,disemboguement,NOUN,disemboguement,NOUN,27794
disembowel,noun,disembowel,ADV,disembowel,ADV,27795
disembowelled,verb,disembowel,VERB,disembowel,VERB,27796
disembowelling,verb,disembowelling,ADJ,disembowelling,ADJ,27797
disembowelment,noun,disembowelment,NOUN,disembowelment,NOUN,27798
disembowels,,disembowel,NOUN,disembowel,NOUN,27799
disembroil,,disembroil,VERB,disembroil,VERB,27800
disembroiled,,disembroil,VERB,disembroil,VERB,27801
disembroiling,,disembroil,VERB,disembroil,VERB,27802
disembroils,,disembroil,NOUN,disembroil,NOUN,27803
disenable,,disenable,ADJ,disenable,ADJ,27804
disenchant,,disenchant,VERB,disenchant,VERB,27805
disenchanted,verb,disenchant,VERB,disenchant,VERB,27806
disenchanter,,disenchanter,PROPN,disenchanter,PROPN,27807
disenchanting,,disenchant,VERB,disenchant,VERB,27808
disenchantment,noun,disenchantment,PROPN,disenchantment,PROPN,27809
disenchants,,disenchant,NOUN,disenchant,NOUN,27810
disencumber,,disencumber,VERB,disencumber,VERB,27811
disencumbered,,disencumber,VERB,disencumber,VERB,27812
disencumbering,,disencumber,VERB,disencumber,VERB,27813
disencumbers,,disencumber,NOUN,disencumber,NOUN,27814
disendow,,disendow,NOUN,disendow,NOUN,27815
disendowed,,disendowe,VERB,disendowe,VERB,27816
disendowing,,disendowe,VERB,disendowe,VERB,27817
disendowment,,disendowment,NOUN,disendowment,NOUN,27818
disendows,,disendow,VERB,disendow,VERB,27819
disenfranchise,verb,disenfranchise,NOUN,disenfranchise,NOUN,27820
disenfranchised,verb,disenfranchise,VERB,disenfranchise,VERB,27821
disenfranchisement,noun,disenfranchisement,VERB,disenfranchisement,VERB,27822
disenfranchises,verb,disenfranchise,NOUN,disenfranchise,NOUN,27823
disenfranchising,verb,disenfranchise,VERB,disenfranchise,VERB,27824
disengage,verb,disengage,VERB,disengage,VERB,27825
disengaged,verb,disengage,VERB,disengage,VERB,27826
disengagement,noun,disengagement,ADJ,disengagement,ADJ,27827
disengages,verb,disengage,NOUN,disengage,NOUN,27828
disengaging,verb,disengage,VERB,disengage,VERB,27829
disentail,,disentail,VERB,disentail,VERB,27830
disentangle,verb,disentangle,NOUN,disentangle,NOUN,27831
disentangled,verb,disentangle,VERB,disentangle,VERB,27832
disentanglement,,disentanglement,PROPN,disentanglement,PROPN,27833
disentangles,verb,disentangle,VERB,disentangle,VERB,27834
disentangling,verb,disentangle,VERB,disentangle,VERB,27835
disenthrall,,disenthrall,VERB,disenthrall,VERB,27836
disentitle,,disentitle,PROPN,disentitle,PROPN,27837
disentomb,,disentomb,VERB,disentomb,VERB,27838
disentombment,,disentombment,NOUN,disentombment,NOUN,27839
disentrance,,disentrance,NOUN,disentrance,NOUN,27840
disentwine,,disentwine,NOUN,disentwine,NOUN,27841
disequilibrium,,disequilibrium,NOUN,disequilibrium,NOUN,27842
disestablish,verb,disestablish,PROPN,disestablish,PROPN,27843
disestablished,verb,disestablish,VERB,disestablish,VERB,27844
disestablishes,,disestablishe,NOUN,disestablishe,NOUN,27845
disestablishing,,disestablishing,NOUN,disestablishing,NOUN,27846
disestablishment,noun,disestablishment,NOUN,disestablishment,NOUN,27847
disestablishmentarian,,disestablishmentarian,PROPN,disestablishmentarian,PROPN,27848
disesteem,,disesteem,VERB,disesteem,VERB,27849
disfavor,,disfavor,NOUN,disfavor,NOUN,27850
disfavour,noun,disfavour,NOUN,disfavour,NOUN,27851
disfavoured,,disfavour,VERB,disfavour,VERB,27852
disfavouring,,disfavour,VERB,disfavour,VERB,27853
disfavours,,disfavour,NOUN,disfavour,NOUN,27854
disfeature,,disfeature,NOUN,disfeature,NOUN,27855
disfiguration,,disfiguration,NOUN,disfiguration,NOUN,27856
disfigure,verb,disfigure,NOUN,disfigure,NOUN,27857
disfigured,verb,disfigure,VERB,disfigure,VERB,27858
disfigurement,noun,disfigurement,NOUN,disfigurement,NOUN,27859
disfigurements,noun,disfigurement,NOUN,disfigurement,NOUN,27860
disfigurer,,disfigurer,NOUN,disfigurer,NOUN,27861
disfigures,,disfigure,NOUN,disfigure,NOUN,27862
disfiguring,verb,disfigure,VERB,disfigure,VERB,27863
disfiguringly,,disfiguringly,ADV,disfiguringly,ADV,27864
disforest,,disforest,VERB,disforest,VERB,27865
disforestation,,disforestation,NOUN,disforestation,NOUN,27866
disforested,,disforest,VERB,disforest,VERB,27867
disforesting,,disforest,VERB,disforest,VERB,27868
disforests,,disforest,NOUN,disforest,NOUN,27869
disfranchise,,disfranchise,NOUN,disfranchise,NOUN,27870
disfranchised,,disfranchise,VERB,disfranchise,VERB,27871
disfranchisement,,disfranchisement,NOUN,disfranchisement,NOUN,27872
disfranchises,,disfranchise,NOUN,disfranchise,NOUN,27873
disfranchising,,disfranchise,VERB,disfranchise,VERB,27874
disfrock,,disfrock,NOUN,disfrock,NOUN,27875
disfrocked,,disfrocke,VERB,disfrocke,VERB,27876
disfrocking,,disfrocke,VERB,disfrocke,VERB,27877
disfrocks,,disfrock,NOUN,disfrock,NOUN,27878
disfurnish,,disfurnish,ADJ,disfurnish,ADJ,27879
disfurnishment,,disfurnishment,NOUN,disfurnishment,NOUN,27880
disgorge,verb,disgorge,VERB,disgorge,VERB,27881
disgorged,adjective,disgorge,VERB,disgorge,VERB,27882
disgorgement,,disgorgement,NOUN,disgorgement,NOUN,27883
disgorger,,disgorger,NOUN,disgorger,NOUN,27884
disgorges,verb,disgorge,NOUN,disgorge,NOUN,27885
disgorging,verb,disgorge,VERB,disgorge,VERB,27886
disgrace,noun,disgrace,NOUN,disgrace,NOUN,27887
disgraced,verb,disgrace,VERB,disgrace,VERB,27888
disgraceful,adjective,disgraceful,ADJ,disgraceful,ADJ,27889
disgracefully,adverb,disgracefully,ADV,disgracefully,ADV,27890
disgracefulness,,disgracefulness,NOUN,disgracefulness,NOUN,27891
disgracer,,disgracer,NOUN,disgracer,NOUN,27892
disgraces,verb,disgrace,NOUN,disgrace,NOUN,27893
disgracing,verb,disgrace,VERB,disgrace,VERB,27894
disgruntle,,disgruntle,PROPN,disgruntle,PROPN,27895
disgruntled,adjective,disgruntle,VERB,disgruntle,VERB,27896
disgruntlement,noun,disgruntlement,ADJ,disgruntlement,ADJ,27897
disgruntles,,disgruntle,NOUN,disgruntle,NOUN,27898
disgruntling,,disgruntle,VERB,disgruntle,VERB,27899
disguisable,,disguisable,ADJ,disguisable,ADJ,27900
disguise,verb,disguise,VERB,disguise,VERB,27901
disguised,verb,disguise,VERB,disguise,VERB,27902
disguisedly,,disguisedly,ADV,disguisedly,ADV,27903
disguisement,,disguisement,NOUN,disguisement,NOUN,27904
disguiser,,disguiser,ADJ,disguiser,ADJ,27905
disguises,noun,disguise,NOUN,disguise,NOUN,27906
disguising,verb,disguise,VERB,disguise,VERB,27907
disgust,noun,disgust,VERB,disgust,VERB,27908
disgusted,verb,disgust,VERB,disgust,VERB,27909
disgustedly,,disgustedly,ADV,disgustedly,ADV,27910
disgustful,,disgustful,ADJ,disgustful,ADJ,27911
disgustfully,,disgustfully,ADV,disgustfully,ADV,27912
disgusting,verb,disgusting,VERB,disgusting,VERB,27913
disgustingly,adverb,disgustingly,ADV,disgustingly,ADV,27914
disgustingness,,disgustingness,NOUN,disgustingness,NOUN,27915
disgusts,verb,disgust,NOUN,disgust,NOUN,27916
dish,noun,dish,PROPN,dish,PROPN,27917
dishabille,,dishabille,NOUN,dishabille,NOUN,27918
dishallow,,dishallow,VERB,dishallow,VERB,27919
disharmonic,,disharmonic,ADJ,disharmonic,ADJ,27920
disharmonious,,disharmonious,ADJ,disharmonious,ADJ,27921
disharmonize,,disharmonize,VERB,disharmonize,VERB,27922
disharmony,noun,disharmony,PROPN,disharmony,PROPN,27923
dishcloth,noun,dishcloth,PROPN,dishcloth,PROPN,27924
dishcloths,noun,dishcloth,NOUN,dishcloth,NOUN,27925
dishearten,verb,dishearten,VERB,dishearten,VERB,27926
disheartened,verb,dishearten,VERB,dishearten,VERB,27927
disheartening,verb,dishearten,VERB,dishearten,VERB,27928
dishearteningly,,dishearteningly,ADV,dishearteningly,ADV,27929
disheartenment,,disheartenment,VERB,disheartenment,VERB,27930
disheartenments,,disheartenment,NOUN,disheartenment,NOUN,27931
disheartens,verb,disheartens,PROPN,disheartens,PROPN,27932
dished,verb,dished,ADJ,dished,ADJ,27933
dishelm,,dishelm,PROPN,dishelm,PROPN,27934
dishes,noun,dish,NOUN,dish,NOUN,27935
dishevel,,dishevel,NOUN,dishevel,NOUN,27936
disheveled,,dishevel,VERB,dishevel,VERB,27937
dishevelled,adjective,dishevel,VERB,dishevel,VERB,27938
dishevelment,,dishevelment,VERB,dishevelment,VERB,27939
dishful,,dishful,ADJ,dishful,ADJ,27940
dishfuls,,dishful,VERB,dishful,VERB,27941
dishier,,dishier,ADV,dishier,ADV,27942
dishiest,,dishiest,NOUN,dishiest,NOUN,27943
dishing,verb,dish,VERB,dish,VERB,27944
dishonest,adjective,dishonest,VERB,dishonest,VERB,27945
dishonesties,,dishonesty,NOUN,dishonesty,NOUN,27946
dishonestly,adverb,dishonestly,ADV,dishonestly,ADV,27947
dishonesty,noun,dishonesty,NOUN,dishonesty,NOUN,27948
dishonor,,dishonor,NOUN,dishonor,NOUN,27949
dishonorable,,dishonorable,ADJ,dishonorable,ADJ,27950
dishonorableness,,dishonorableness,ADJ,dishonorableness,ADJ,27951
dishonorably,,dishonorably,ADV,dishonorably,ADV,27952
dishonored,,dishonor,VERB,dishonor,VERB,27953
dishonour,noun,dishonour,VERB,dishonour,VERB,27954
dishonourable,adjective,dishonourable,ADJ,dishonourable,ADJ,27955
dishonourably,adverb,dishonourably,ADV,dishonourably,ADV,27956
dishonoured,verb,dishonour,VERB,dishonour,VERB,27957
dishonouring,verb,dishonour,VERB,dishonour,VERB,27958
dishonours,verb,dishonour,NOUN,dishonour,NOUN,27959
dishorn,,dishorn,VERB,dishorn,VERB,27960
dishorned,,dishorne,VERB,dishorne,VERB,27961
dishorning,,dishorne,VERB,dishorne,VERB,27962
dishorns,,dishorn,VERB,dishorn,VERB,27963
dishpan,,dishpan,PROPN,dishpan,PROPN,27964
dishrag,,dishrag,PROPN,dishrag,PROPN,27965
dishtowel,,dishtowel,X,dishtowel,X,27966
dishware,,dishware,VERB,dishware,VERB,27967
dishwasher,noun,dishwasher,NOUN,dishwasher,NOUN,27968
dishwashers,noun,dishwasher,NOUN,dishwasher,NOUN,27969
dishwashing,verb,dishwashe,VERB,dishwashe,VERB,27970
dishwater,noun,dishwater,NOUN,dishwater,NOUN,27971
dishy,noun,dishy,PROPN,dishy,PROPN,27972
disillusion,noun,disillusion,NOUN,disillusion,NOUN,27973
disillusioned,verb,disillusion,VERB,disillusion,VERB,27974
disillusioning,adjective,disillusion,VERB,disillusion,VERB,27975
disillusionment,noun,disillusionment,NOUN,disillusionment,NOUN,27976
disillusionments,,disillusionment,NOUN,disillusionment,NOUN,27977
disillusions,,disillusion,NOUN,disillusion,NOUN,27978
disillusive,,disillusive,VERB,disillusive,VERB,27979
disimpassioned,,disimpassione,VERB,disimpassione,VERB,27980
disincarnate,,disincarnate,NOUN,disincarnate,NOUN,27981
disincentive,adjective,disincentive,ADJ,disincentive,ADJ,27982
disincentives,noun,disincentive,NOUN,disincentive,NOUN,27983
disinclination,,disinclination,NOUN,disinclination,NOUN,27984
disincline,,disincline,VERB,disincline,VERB,27985
disinclined,verb,disincline,VERB,disincline,VERB,27986
disinclines,,disincline,NOUN,disincline,NOUN,27987
disinclining,,disincline,VERB,disincline,VERB,27988
disincorporation,,disincorporation,NOUN,disincorporation,NOUN,27989
disinfect,verb,disinfect,VERB,disinfect,VERB,27990
disinfectant,noun,disinfectant,NOUN,disinfectant,NOUN,27991
disinfectants,noun,disinfectant,NOUN,disinfectant,NOUN,27992
disinfected,verb,disinfect,VERB,disinfect,VERB,27993
disinfecting,verb,disinfect,VERB,disinfect,VERB,27994
disinfection,noun,disinfection,NOUN,disinfection,NOUN,27995
disinfector,,disinfector,NOUN,disinfector,NOUN,27996
disinfects,,disinfect,VERB,disinfect,VERB,27997
disinfest,,disinfest,X,disinfest,X,27998
disinfestation,,disinfestation,NOUN,disinfestation,NOUN,27999
disinfested,,disinfest,VERB,disinfest,VERB,28000
disinfesting,,disinfest,VERB,disinfest,VERB,28001
disinfests,,disinfest,NOUN,disinfest,NOUN,28002
disinflation,noun,disinflation,NOUN,disinflation,NOUN,28003
disinflationary,,disinflationary,ADJ,disinflationary,ADJ,28004
disinformation,noun,disinformation,NOUN,disinformation,NOUN,28005
disingenuous,adjective,disingenuous,ADJ,disingenuous,ADJ,28006
disingenuously,adverb,disingenuously,ADV,disingenuously,ADV,28007
disingenuousness,,disingenuousness,ADJ,disingenuousness,ADJ,28008
disinherit,verb,disinherit,NOUN,disinherit,NOUN,28009
