factor,feature,comparison,tent_lag_s,n_narratives,mean_pearson_r,mean_spearman_rho,min_pearson_r,max_pearson_r
F8_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,10,0.014055754272189629,0.014646102770290043,-0.017101261870655225,0.0395851908666754
F8_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.005249040559821204,0.005676647826880646,-0.0245521923688935,0.04197620169392027
F8_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.011758132739723533,0.023135651405888316,-0.03749844090736586,0.056027725909442584
F8_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.026922321252170724,-0.0011121620153342604,-0.044055584738946246,0.06610646841215762
F8_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.018423271490887457,-0.0013664782182212724,-0.03348480546205282,0.07147189682258379
F8_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,10,-0.009304512747916483,-0.06401292285505597,-0.13352141191506653,0.06283611322431373
F8_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,10,0.001165073466187788,-0.02911639058455494,-0.14353679489920326,0.08371217813208011
F8_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,10,0.007528179966963033,-0.03845162069939951,-0.06638003155478611,0.06397544451784441
F8_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,10,0.02230587842602803,-0.016494500759872955,-0.08104921527376083,0.144519173973288
F8_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,10,-0.004320513631116934,-0.04115657246879121,-0.11828719066352364,0.0558652295998386
F8_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,10,-0.009368607429374377,-0.04271074686360158,-0.07496622741715502,0.057134581095912025
F8_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,10,-0.014451253260151585,-0.03978818040940581,-0.03998263364229812,0.020489033310906936
F8_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,10,-0.020226894720369648,-0.024662910433477337,-0.07455321252807204,0.0630053887881698
F8_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,10,0.024080236291887998,0.02539530430103572,-0.03367856475537107,0.07545789337258499
F8_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,10,0.011389378854607628,0.008788786243075572,-0.023798622979978822,0.044894415745631924
F8_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,10,0.0007393356286129047,-0.005346542606096259,-0.03075883162687625,0.023174776398858843
F8_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,10,0.010368687025801694,0.016596730410394136,-0.04580290079302958,0.055907211467812565
F8_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,10,0.02761941470486045,0.0052115397725109504,-0.045634847398350255,0.06880063096777794
F8_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,10,0.018266431833597874,-0.0030105597144828955,-0.03162925827405978,0.06430382011817139
